execution_id,control_id,execution_date,status,tested_by,evidence,notes
EXEC_00020388,CTRL_090,2024-12-24,not_tested,Carol Williams,,System unavailable for testing
EXEC_00020389,CTRL_090,2024-12-25,failed,Carol Williams,log_file_CTRL_090_20241225.pdf,Non-compliance detected
EXEC_00020390,CTRL_090,2024-12-26,not_applicable,Henry Moore,attestation_CTRL_090_20241226.pdf,System not in scope
EXEC_00020391,CTRL_090,2024-12-27,passed,David Brown,report_CTRL_090_20241227.pdf,Control operating effectively
EXEC_00020392,CTRL_090,2024-12-28,not_tested,Jack Anderson,,Scheduled for next period
EXEC_00020393,CTRL_090,2024-12-29,passed,Iris Taylor,report_CTRL_090_20241229.pdf,Control operating effectively
EXEC_00020394,CTRL_090,2024-12-30,passed,David Brown,attestation_CTRL_090_20241230.pdf,All checks completed successfully
EXEC_00020395,CTRL_090,2024-12-31,passed,David Brown,attestation_CTRL_090_20241231.pdf,No exceptions identified
EXEC_00020396,CTRL_090,2025-01-01,failed,Henry Moore,screenshot_CTRL_090_20250101.pdf,Exception identified - requires remediation
EXEC_00020397,CTRL_090,2025-01-02,passed,Carol Williams,report_CTRL_090_20250102.pdf,Compliance verified
EXEC_00020398,CTRL_090,2025-01-03,passed,Bob Johnson,log_file_CTRL_090_20250103.pdf,No exceptions identified
EXEC_00020399,CTRL_090,2025-01-04,passed,Henry Moore,screenshot_CTRL_090_20250104.pdf,Control operating effectively
EXEC_00020400,CTRL_090,2025-01-05,passed,Bob Johnson,report_CTRL_090_20250105.pdf,Compliance verified
EXEC_00020401,CTRL_090,2025-01-06,not_applicable,Henry Moore,checklist_CTRL_090_20250106.pdf,Process not active
EXEC_00020402,CTRL_090,2025-01-07,failed,Henry Moore,checklist_CTRL_090_20250107.pdf,Non-compliance detected
EXEC_00020403,CTRL_090,2025-01-08,not_tested,Jack Anderson,,Testing postponed due to resource constraints
EXEC_00020404,CTRL_090,2025-01-09,passed,Grace Wilson,report_CTRL_090_20250109.pdf,No exceptions identified
EXEC_00020405,CTRL_090,2025-01-10,passed,Alice Smith,log_file_CTRL_090_20250110.pdf,All checks completed successfully
EXEC_00020406,CTRL_090,2025-01-11,failed,Bob Johnson,report_CTRL_090_20250111.pdf,Control not operating as designed
EXEC_00020407,CTRL_090,2025-01-12,passed,Frank Miller,attestation_CTRL_090_20250112.pdf,Control operating effectively
EXEC_00020408,CTRL_090,2025-01-13,passed,Iris Taylor,screenshot_CTRL_090_20250113.pdf,No exceptions identified
EXEC_00020409,CTRL_090,2025-01-14,failed,Henry Moore,report_CTRL_090_20250114.pdf,Control not operating as designed
EXEC_00020410,CTRL_090,2025-01-15,passed,Frank Miller,log_file_CTRL_090_20250115.pdf,Control operating effectively
EXEC_00020411,CTRL_090,2025-01-16,passed,Henry Moore,log_file_CTRL_090_20250116.pdf,Compliance verified
EXEC_00020412,CTRL_090,2025-01-17,passed,David Brown,log_file_CTRL_090_20250117.pdf,No exceptions identified
EXEC_00020413,CTRL_090,2025-01-18,passed,Carol Williams,screenshot_CTRL_090_20250118.pdf,Control operating effectively
EXEC_00020414,CTRL_090,2025-01-19,passed,Carol Williams,report_CTRL_090_20250119.pdf,Control operating effectively
EXEC_00020415,CTRL_090,2025-01-20,passed,Henry Moore,screenshot_CTRL_090_20250120.pdf,Control operating effectively
EXEC_00020416,CTRL_090,2025-01-21,passed,Alice Smith,log_file_CTRL_090_20250121.pdf,No exceptions identified
EXEC_00020417,CTRL_090,2025-01-22,passed,Alice Smith,report_CTRL_090_20250122.pdf,All checks completed successfully
EXEC_00020418,CTRL_090,2025-01-23,passed,David Brown,log_file_CTRL_090_20250123.pdf,No exceptions identified
EXEC_00020419,CTRL_090,2025-01-24,passed,Carol Williams,screenshot_CTRL_090_20250124.pdf,Compliance verified
EXEC_00020420,CTRL_090,2025-01-25,not_tested,Jack Anderson,,Scheduled for next period
EXEC_00020421,CTRL_090,2025-01-26,passed,Carol Williams,checklist_CTRL_090_20250126.pdf,Control operating effectively
EXEC_00020422,CTRL_090,2025-01-27,passed,David Brown,screenshot_CTRL_090_20250127.pdf,No exceptions identified
EXEC_00020423,CTRL_090,2025-01-28,passed,Carol Williams,report_CTRL_090_20250128.pdf,No exceptions identified
EXEC_00020424,CTRL_090,2025-01-29,failed,Iris Taylor,log_file_CTRL_090_20250129.pdf,Non-compliance detected
EXEC_00020425,CTRL_090,2025-01-30,passed,Henry Moore,checklist_CTRL_090_20250130.pdf,Control operating effectively
EXEC_00020426,CTRL_090,2025-01-31,passed,Carol Williams,log_file_CTRL_090_20250131.pdf,No exceptions identified
EXEC_00020427,CTRL_091,2023-02-01,passed,Emma Davis,attestation_CTRL_091_20230201.pdf,No exceptions identified
EXEC_00020428,CTRL_091,2023-02-08,passed,Henry Moore,log_file_CTRL_091_20230208.pdf,Compliance verified
EXEC_00020429,CTRL_091,2023-02-15,passed,Jack Anderson,attestation_CTRL_091_20230215.pdf,Compliance verified
EXEC_00020430,CTRL_091,2023-02-22,passed,Jack Anderson,log_file_CTRL_091_20230222.pdf,All checks completed successfully
EXEC_00020431,CTRL_091,2023-03-01,not_tested,Alice Smith,,Scheduled for next period
EXEC_00020432,CTRL_091,2023-03-08,failed,Henry Moore,report_CTRL_091_20230308.pdf,Exception identified - requires remediation
EXEC_00020433,CTRL_091,2023-03-15,passed,David Brown,log_file_CTRL_091_20230315.pdf,All checks completed successfully
EXEC_00020434,CTRL_091,2023-03-22,passed,David Brown,report_CTRL_091_20230322.pdf,Control operating effectively
EXEC_00020435,CTRL_091,2023-03-29,passed,Emma Davis,log_file_CTRL_091_20230329.pdf,Compliance verified
EXEC_00020436,CTRL_091,2023-04-05,passed,Jack Anderson,log_file_CTRL_091_20230405.pdf,Compliance verified
EXEC_00020437,CTRL_091,2023-04-12,failed,Grace Wilson,log_file_CTRL_091_20230412.pdf,Significant deficiency found
EXEC_00020438,CTRL_091,2023-04-19,passed,Alice Smith,screenshot_CTRL_091_20230419.pdf,All checks completed successfully
EXEC_00020439,CTRL_091,2023-04-26,passed,Carol Williams,log_file_CTRL_091_20230426.pdf,No exceptions identified
EXEC_00020440,CTRL_091,2023-05-03,passed,David Brown,report_CTRL_091_20230503.pdf,Compliance verified
EXEC_00020441,CTRL_091,2023-05-10,passed,Carol Williams,checklist_CTRL_091_20230510.pdf,Control operating effectively
EXEC_00020442,CTRL_091,2023-05-17,passed,Iris Taylor,log_file_CTRL_091_20230517.pdf,Compliance verified
EXEC_00020443,CTRL_091,2023-05-24,failed,Emma Davis,attestation_CTRL_091_20230524.pdf,Non-compliance detected
EXEC_00020444,CTRL_091,2023-05-31,passed,Iris Taylor,log_file_CTRL_091_20230531.pdf,No exceptions identified
EXEC_00020445,CTRL_091,2023-06-07,passed,Frank Miller,log_file_CTRL_091_20230607.pdf,No exceptions identified
EXEC_00020446,CTRL_091,2023-06-14,passed,Alice Smith,log_file_CTRL_091_20230614.pdf,Compliance verified
EXEC_00020447,CTRL_091,2023-06-21,failed,Frank Miller,log_file_CTRL_091_20230621.pdf,Non-compliance detected
EXEC_00020448,CTRL_091,2023-06-28,passed,Iris Taylor,checklist_CTRL_091_20230628.pdf,No exceptions identified
EXEC_00020449,CTRL_091,2023-07-05,passed,Bob Johnson,log_file_CTRL_091_20230705.pdf,All checks completed successfully
EXEC_00020450,CTRL_091,2023-07-12,passed,Carol Williams,attestation_CTRL_091_20230712.pdf,No exceptions identified
EXEC_00020451,CTRL_091,2023-07-19,passed,Iris Taylor,log_file_CTRL_091_20230719.pdf,Compliance verified
EXEC_00020452,CTRL_091,2023-07-26,not_tested,Iris Taylor,,Testing postponed due to resource constraints
EXEC_00020453,CTRL_091,2023-08-02,passed,Frank Miller,log_file_CTRL_091_20230802.pdf,All checks completed successfully
EXEC_00020454,CTRL_091,2023-08-09,failed,Iris Taylor,attestation_CTRL_091_20230809.pdf,Exception identified - requires remediation
EXEC_00020455,CTRL_091,2023-08-16,passed,Alice Smith,attestation_CTRL_091_20230816.pdf,Compliance verified
EXEC_00020456,CTRL_091,2023-08-23,passed,Jack Anderson,report_CTRL_091_20230823.pdf,No exceptions identified
EXEC_00020457,CTRL_091,2023-08-30,passed,Iris Taylor,report_CTRL_091_20230830.pdf,All checks completed successfully
EXEC_00020458,CTRL_091,2023-09-06,passed,Iris Taylor,checklist_CTRL_091_20230906.pdf,All checks completed successfully
EXEC_00020459,CTRL_091,2023-09-13,passed,Alice Smith,screenshot_CTRL_091_20230913.pdf,Compliance verified
EXEC_00020460,CTRL_091,2023-09-20,failed,Iris Taylor,screenshot_CTRL_091_20230920.pdf,Control not operating as designed
EXEC_00020461,CTRL_091,2023-09-27,passed,Alice Smith,attestation_CTRL_091_20230927.pdf,Control operating effectively
EXEC_00020462,CTRL_091,2023-10-04,passed,Henry Moore,log_file_CTRL_091_20231004.pdf,Compliance verified
EXEC_00020463,CTRL_091,2023-10-11,not_tested,Emma Davis,,System unavailable for testing
EXEC_00020464,CTRL_091,2023-10-18,passed,Iris Taylor,report_CTRL_091_20231018.pdf,No exceptions identified
EXEC_00020465,CTRL_091,2023-10-25,passed,Frank Miller,checklist_CTRL_091_20231025.pdf,Control operating effectively
EXEC_00020466,CTRL_091,2023-11-01,failed,Emma Davis,attestation_CTRL_091_20231101.pdf,Control not operating as designed
EXEC_00020467,CTRL_091,2023-11-08,failed,Carol Williams,attestation_CTRL_091_20231108.pdf,Non-compliance detected
EXEC_00020468,CTRL_091,2023-11-15,failed,Carol Williams,report_CTRL_091_20231115.pdf,Non-compliance detected
EXEC_00020469,CTRL_091,2023-11-22,passed,Bob Johnson,checklist_CTRL_091_20231122.pdf,All checks completed successfully
EXEC_00020470,CTRL_091,2023-11-29,passed,Grace Wilson,screenshot_CTRL_091_20231129.pdf,Compliance verified
EXEC_00020471,CTRL_091,2023-12-06,passed,Jack Anderson,checklist_CTRL_091_20231206.pdf,Control operating effectively
EXEC_00020472,CTRL_091,2023-12-13,not_tested,Iris Taylor,,System unavailable for testing
EXEC_00020473,CTRL_091,2023-12-20,passed,Frank Miller,attestation_CTRL_091_20231220.pdf,No exceptions identified
EXEC_00020474,CTRL_091,2023-12-27,passed,Alice Smith,log_file_CTRL_091_20231227.pdf,All checks completed successfully
EXEC_00020475,CTRL_091,2024-01-03,passed,Frank Miller,checklist_CTRL_091_20240103.pdf,No exceptions identified
EXEC_00020476,CTRL_091,2024-01-10,passed,Jack Anderson,checklist_CTRL_091_20240110.pdf,No exceptions identified
EXEC_00020477,CTRL_091,2024-01-17,failed,Jack Anderson,screenshot_CTRL_091_20240117.pdf,Exception identified - requires remediation
EXEC_00020478,CTRL_091,2024-01-24,passed,Bob Johnson,attestation_CTRL_091_20240124.pdf,No exceptions identified
EXEC_00020479,CTRL_091,2024-01-31,passed,Emma Davis,attestation_CTRL_091_20240131.pdf,No exceptions identified
EXEC_00020480,CTRL_091,2024-02-07,passed,Frank Miller,screenshot_CTRL_091_20240207.pdf,All checks completed successfully
EXEC_00020481,CTRL_091,2024-02-14,failed,Iris Taylor,attestation_CTRL_091_20240214.pdf,Control not operating as designed
EXEC_00020482,CTRL_091,2024-02-21,passed,Alice Smith,log_file_CTRL_091_20240221.pdf,Control operating effectively
EXEC_00020483,CTRL_091,2024-02-28,passed,Grace Wilson,attestation_CTRL_091_20240228.pdf,Control operating effectively
EXEC_00020484,CTRL_091,2024-03-06,passed,Alice Smith,log_file_CTRL_091_20240306.pdf,No exceptions identified
EXEC_00020485,CTRL_091,2024-03-13,failed,Grace Wilson,report_CTRL_091_20240313.pdf,Control not operating as designed
EXEC_00020486,CTRL_091,2024-03-20,failed,Emma Davis,screenshot_CTRL_091_20240320.pdf,Exception identified - requires remediation
EXEC_00020487,CTRL_091,2024-03-27,passed,David Brown,attestation_CTRL_091_20240327.pdf,No exceptions identified
EXEC_00020488,CTRL_091,2024-04-03,passed,Carol Williams,checklist_CTRL_091_20240403.pdf,No exceptions identified
EXEC_00020489,CTRL_091,2024-04-10,passed,Grace Wilson,attestation_CTRL_091_20240410.pdf,No exceptions identified
EXEC_00020490,CTRL_091,2024-04-17,passed,Alice Smith,checklist_CTRL_091_20240417.pdf,All checks completed successfully
EXEC_00020491,CTRL_091,2024-04-24,passed,Emma Davis,screenshot_CTRL_091_20240424.pdf,Control operating effectively
EXEC_00020492,CTRL_091,2024-05-01,passed,Frank Miller,report_CTRL_091_20240501.pdf,No exceptions identified
EXEC_00020493,CTRL_091,2024-05-08,passed,Alice Smith,log_file_CTRL_091_20240508.pdf,Compliance verified
EXEC_00020494,CTRL_091,2024-05-15,failed,Bob Johnson,report_CTRL_091_20240515.pdf,Significant deficiency found
EXEC_00020495,CTRL_091,2024-05-22,passed,Iris Taylor,report_CTRL_091_20240522.pdf,Control operating effectively
EXEC_00020496,CTRL_091,2024-05-29,passed,Bob Johnson,report_CTRL_091_20240529.pdf,No exceptions identified
EXEC_00020497,CTRL_091,2024-06-05,passed,Frank Miller,attestation_CTRL_091_20240605.pdf,Compliance verified
EXEC_00020498,CTRL_091,2024-06-12,passed,Emma Davis,attestation_CTRL_091_20240612.pdf,Compliance verified
EXEC_00020499,CTRL_091,2024-06-19,passed,Carol Williams,log_file_CTRL_091_20240619.pdf,All checks completed successfully
EXEC_00020500,CTRL_091,2024-06-26,passed,Alice Smith,report_CTRL_091_20240626.pdf,All checks completed successfully
EXEC_00020501,CTRL_091,2024-07-03,passed,Iris Taylor,log_file_CTRL_091_20240703.pdf,No exceptions identified
EXEC_00020502,CTRL_091,2024-07-10,passed,Bob Johnson,checklist_CTRL_091_20240710.pdf,Control operating effectively
EXEC_00020503,CTRL_091,2024-07-17,passed,Carol Williams,checklist_CTRL_091_20240717.pdf,All checks completed successfully
EXEC_00020504,CTRL_091,2024-07-24,passed,Grace Wilson,report_CTRL_091_20240724.pdf,Control operating effectively
EXEC_00020505,CTRL_091,2024-07-31,passed,Carol Williams,checklist_CTRL_091_20240731.pdf,Compliance verified
EXEC_00020506,CTRL_091,2024-08-07,failed,Alice Smith,log_file_CTRL_091_20240807.pdf,Exception identified - requires remediation
EXEC_00020507,CTRL_091,2024-08-14,passed,Bob Johnson,attestation_CTRL_091_20240814.pdf,Control operating effectively
EXEC_00020508,CTRL_091,2024-08-21,failed,Bob Johnson,report_CTRL_091_20240821.pdf,Exception identified - requires remediation
EXEC_00020509,CTRL_091,2024-08-28,passed,Emma Davis,attestation_CTRL_091_20240828.pdf,No exceptions identified
EXEC_00020510,CTRL_091,2024-09-04,passed,Emma Davis,report_CTRL_091_20240904.pdf,All checks completed successfully
EXEC_00020511,CTRL_091,2024-09-11,failed,David Brown,log_file_CTRL_091_20240911.pdf,Exception identified - requires remediation
EXEC_00020512,CTRL_091,2024-09-18,failed,Iris Taylor,attestation_CTRL_091_20240918.pdf,Control not operating as designed
EXEC_00020513,CTRL_091,2024-09-25,passed,Frank Miller,checklist_CTRL_091_20240925.pdf,Compliance verified
EXEC_00020514,CTRL_091,2024-10-02,not_tested,Emma Davis,,System unavailable for testing
EXEC_00020515,CTRL_091,2024-10-09,passed,Jack Anderson,checklist_CTRL_091_20241009.pdf,Control operating effectively
EXEC_00020516,CTRL_091,2024-10-16,passed,Jack Anderson,report_CTRL_091_20241016.pdf,All checks completed successfully
EXEC_00020517,CTRL_091,2024-10-23,passed,Bob Johnson,checklist_CTRL_091_20241023.pdf,No exceptions identified
EXEC_00020518,CTRL_091,2024-10-30,passed,Grace Wilson,screenshot_CTRL_091_20241030.pdf,Control operating effectively
EXEC_00020519,CTRL_091,2024-11-06,passed,David Brown,report_CTRL_091_20241106.pdf,Control operating effectively
EXEC_00020520,CTRL_091,2024-11-13,passed,Henry Moore,attestation_CTRL_091_20241113.pdf,Compliance verified
EXEC_00020521,CTRL_091,2024-11-20,passed,Carol Williams,log_file_CTRL_091_20241120.pdf,No exceptions identified
EXEC_00020522,CTRL_091,2024-11-27,passed,Emma Davis,attestation_CTRL_091_20241127.pdf,No exceptions identified
EXEC_00020523,CTRL_091,2024-12-04,passed,Grace Wilson,screenshot_CTRL_091_20241204.pdf,Compliance verified
EXEC_00020524,CTRL_091,2024-12-11,passed,Henry Moore,log_file_CTRL_091_20241211.pdf,No exceptions identified
EXEC_00020525,CTRL_091,2024-12-18,passed,Emma Davis,log_file_CTRL_091_20241218.pdf,Control operating effectively
EXEC_00020526,CTRL_091,2024-12-25,passed,Frank Miller,log_file_CTRL_091_20241225.pdf,All checks completed successfully
EXEC_00020527,CTRL_091,2025-01-01,passed,Iris Taylor,screenshot_CTRL_091_20250101.pdf,Control operating effectively
EXEC_00020528,CTRL_091,2025-01-08,passed,Emma Davis,screenshot_CTRL_091_20250108.pdf,All checks completed successfully
EXEC_00020529,CTRL_091,2025-01-15,passed,Emma Davis,checklist_CTRL_091_20250115.pdf,Control operating effectively
EXEC_00020530,CTRL_091,2025-01-22,passed,Iris Taylor,report_CTRL_091_20250122.pdf,Control operating effectively
EXEC_00020531,CTRL_091,2025-01-29,passed,Alice Smith,log_file_CTRL_091_20250129.pdf,No exceptions identified
EXEC_00020532,CTRL_092,2023-02-01,passed,Alice Smith,screenshot_CTRL_092_20230201.pdf,Compliance verified
EXEC_00020533,CTRL_092,2023-03-03,not_tested,Bob Johnson,,System unavailable for testing
EXEC_00020534,CTRL_092,2023-04-02,passed,Alice Smith,log_file_CTRL_092_20230402.pdf,Control operating effectively
EXEC_00020535,CTRL_092,2023-05-02,passed,Henry Moore,attestation_CTRL_092_20230502.pdf,All checks completed successfully
EXEC_00020536,CTRL_092,2023-06-01,passed,Carol Williams,checklist_CTRL_092_20230601.pdf,Compliance verified
EXEC_00020537,CTRL_092,2023-07-01,passed,David Brown,checklist_CTRL_092_20230701.pdf,Compliance verified
EXEC_00020538,CTRL_092,2023-07-31,passed,David Brown,log_file_CTRL_092_20230731.pdf,No exceptions identified
EXEC_00020539,CTRL_092,2023-08-30,passed,Iris Taylor,log_file_CTRL_092_20230830.pdf,Control operating effectively
EXEC_00020540,CTRL_092,2023-09-29,passed,Frank Miller,attestation_CTRL_092_20230929.pdf,All checks completed successfully
EXEC_00020541,CTRL_092,2023-10-29,passed,Bob Johnson,screenshot_CTRL_092_20231029.pdf,All checks completed successfully
EXEC_00020542,CTRL_092,2023-11-28,passed,Carol Williams,checklist_CTRL_092_20231128.pdf,Compliance verified
EXEC_00020543,CTRL_092,2023-12-28,passed,Frank Miller,attestation_CTRL_092_20231228.pdf,Compliance verified
EXEC_00020544,CTRL_092,2024-01-27,passed,Carol Williams,report_CTRL_092_20240127.pdf,All checks completed successfully
EXEC_00020545,CTRL_092,2024-02-26,passed,Henry Moore,attestation_CTRL_092_20240226.pdf,All checks completed successfully
EXEC_00020546,CTRL_092,2024-03-27,passed,Iris Taylor,report_CTRL_092_20240327.pdf,All checks completed successfully
EXEC_00020547,CTRL_092,2024-04-26,passed,Jack Anderson,screenshot_CTRL_092_20240426.pdf,All checks completed successfully
EXEC_00020548,CTRL_092,2024-05-26,failed,Alice Smith,checklist_CTRL_092_20240526.pdf,Non-compliance detected
EXEC_00020549,CTRL_092,2024-06-25,failed,Bob Johnson,checklist_CTRL_092_20240625.pdf,Significant deficiency found
EXEC_00020550,CTRL_092,2024-07-25,passed,Alice Smith,screenshot_CTRL_092_20240725.pdf,All checks completed successfully
EXEC_00020551,CTRL_092,2024-08-24,passed,Carol Williams,attestation_CTRL_092_20240824.pdf,All checks completed successfully
EXEC_00020552,CTRL_092,2024-09-23,failed,Iris Taylor,screenshot_CTRL_092_20240923.pdf,Non-compliance detected
EXEC_00020553,CTRL_092,2024-10-23,passed,Alice Smith,checklist_CTRL_092_20241023.pdf,Compliance verified
EXEC_00020554,CTRL_092,2024-11-22,passed,Frank Miller,report_CTRL_092_20241122.pdf,Control operating effectively
EXEC_00020555,CTRL_092,2024-12-22,passed,Alice Smith,attestation_CTRL_092_20241222.pdf,No exceptions identified
EXEC_00020556,CTRL_092,2025-01-21,passed,Alice Smith,checklist_CTRL_092_20250121.pdf,All checks completed successfully
EXEC_00020557,CTRL_093,2023-02-01,failed,Emma Davis,screenshot_CTRL_093_20230201.pdf,Control not operating as designed
EXEC_00020558,CTRL_093,2023-02-08,failed,Bob Johnson,screenshot_CTRL_093_20230208.pdf,Non-compliance detected
EXEC_00020559,CTRL_093,2023-02-15,failed,Jack Anderson,log_file_CTRL_093_20230215.pdf,Exception identified - requires remediation
EXEC_00020560,CTRL_093,2023-02-22,passed,Bob Johnson,attestation_CTRL_093_20230222.pdf,Compliance verified
EXEC_00020561,CTRL_093,2023-03-01,passed,Emma Davis,screenshot_CTRL_093_20230301.pdf,Control operating effectively
EXEC_00020562,CTRL_093,2023-03-08,passed,Bob Johnson,checklist_CTRL_093_20230308.pdf,No exceptions identified
EXEC_00020563,CTRL_093,2023-03-15,passed,Bob Johnson,screenshot_CTRL_093_20230315.pdf,Compliance verified
EXEC_00020564,CTRL_093,2023-03-22,not_applicable,Bob Johnson,report_CTRL_093_20230322.pdf,System not in scope
EXEC_00020565,CTRL_093,2023-03-29,passed,Grace Wilson,attestation_CTRL_093_20230329.pdf,No exceptions identified
EXEC_00020566,CTRL_093,2023-04-05,passed,Emma Davis,attestation_CTRL_093_20230405.pdf,All checks completed successfully
EXEC_00020567,CTRL_093,2023-04-12,failed,Henry Moore,attestation_CTRL_093_20230412.pdf,Exception identified - requires remediation
EXEC_00020568,CTRL_093,2023-04-19,not_tested,Iris Taylor,,System unavailable for testing
EXEC_00020569,CTRL_093,2023-04-26,passed,David Brown,log_file_CTRL_093_20230426.pdf,All checks completed successfully
EXEC_00020570,CTRL_093,2023-05-03,failed,Grace Wilson,screenshot_CTRL_093_20230503.pdf,Non-compliance detected
EXEC_00020571,CTRL_093,2023-05-10,passed,Grace Wilson,log_file_CTRL_093_20230510.pdf,All checks completed successfully
EXEC_00020572,CTRL_093,2023-05-17,passed,David Brown,checklist_CTRL_093_20230517.pdf,Control operating effectively
EXEC_00020573,CTRL_093,2023-05-24,passed,Alice Smith,log_file_CTRL_093_20230524.pdf,No exceptions identified
EXEC_00020574,CTRL_093,2023-05-31,failed,Henry Moore,log_file_CTRL_093_20230531.pdf,Exception identified - requires remediation
EXEC_00020575,CTRL_093,2023-06-07,passed,Jack Anderson,attestation_CTRL_093_20230607.pdf,Compliance verified
EXEC_00020576,CTRL_093,2023-06-14,passed,David Brown,checklist_CTRL_093_20230614.pdf,Compliance verified
EXEC_00020577,CTRL_093,2023-06-21,failed,Alice Smith,log_file_CTRL_093_20230621.pdf,Non-compliance detected
EXEC_00020578,CTRL_093,2023-06-28,passed,David Brown,report_CTRL_093_20230628.pdf,Compliance verified
EXEC_00020579,CTRL_093,2023-07-05,passed,Carol Williams,checklist_CTRL_093_20230705.pdf,Compliance verified
EXEC_00020580,CTRL_093,2023-07-12,not_tested,Carol Williams,,Scheduled for next period
EXEC_00020581,CTRL_093,2023-07-19,failed,Henry Moore,attestation_CTRL_093_20230719.pdf,Significant deficiency found
EXEC_00020582,CTRL_093,2023-07-26,failed,Iris Taylor,checklist_CTRL_093_20230726.pdf,Control not operating as designed
EXEC_00020583,CTRL_093,2023-08-02,failed,Frank Miller,report_CTRL_093_20230802.pdf,Exception identified - requires remediation
EXEC_00020584,CTRL_093,2023-08-09,failed,David Brown,report_CTRL_093_20230809.pdf,Control not operating as designed
EXEC_00020585,CTRL_093,2023-08-16,not_tested,Frank Miller,,Scheduled for next period
EXEC_00020586,CTRL_093,2023-08-23,not_applicable,David Brown,checklist_CTRL_093_20230823.pdf,System not in scope
EXEC_00020587,CTRL_093,2023-08-30,passed,David Brown,attestation_CTRL_093_20230830.pdf,Compliance verified
EXEC_00020588,CTRL_093,2023-09-06,passed,Iris Taylor,screenshot_CTRL_093_20230906.pdf,Control operating effectively
EXEC_00020589,CTRL_093,2023-09-13,failed,Jack Anderson,log_file_CTRL_093_20230913.pdf,Control not operating as designed
EXEC_00020590,CTRL_093,2023-09-20,passed,Bob Johnson,log_file_CTRL_093_20230920.pdf,No exceptions identified
EXEC_00020591,CTRL_093,2023-09-27,passed,Carol Williams,screenshot_CTRL_093_20230927.pdf,Control operating effectively
EXEC_00020592,CTRL_093,2023-10-04,not_tested,Jack Anderson,,Testing postponed due to resource constraints
EXEC_00020593,CTRL_093,2023-10-11,passed,Bob Johnson,report_CTRL_093_20231011.pdf,No exceptions identified
EXEC_00020594,CTRL_093,2023-10-18,passed,Iris Taylor,log_file_CTRL_093_20231018.pdf,All checks completed successfully
EXEC_00020595,CTRL_093,2023-10-25,passed,Jack Anderson,checklist_CTRL_093_20231025.pdf,Control operating effectively
EXEC_00020596,CTRL_093,2023-11-01,passed,Bob Johnson,report_CTRL_093_20231101.pdf,All checks completed successfully
EXEC_00020597,CTRL_093,2023-11-08,passed,Iris Taylor,checklist_CTRL_093_20231108.pdf,All checks completed successfully
EXEC_00020598,CTRL_093,2023-11-15,failed,Jack Anderson,attestation_CTRL_093_20231115.pdf,Non-compliance detected
EXEC_00020599,CTRL_093,2023-11-22,passed,Alice Smith,screenshot_CTRL_093_20231122.pdf,All checks completed successfully
EXEC_00020600,CTRL_093,2023-11-29,passed,David Brown,screenshot_CTRL_093_20231129.pdf,All checks completed successfully
EXEC_00020601,CTRL_093,2023-12-06,passed,Alice Smith,attestation_CTRL_093_20231206.pdf,Compliance verified
EXEC_00020602,CTRL_093,2023-12-13,passed,David Brown,checklist_CTRL_093_20231213.pdf,No exceptions identified
EXEC_00020603,CTRL_093,2023-12-20,passed,Grace Wilson,report_CTRL_093_20231220.pdf,Control operating effectively
EXEC_00020604,CTRL_093,2023-12-27,passed,Alice Smith,checklist_CTRL_093_20231227.pdf,Control operating effectively
EXEC_00020605,CTRL_093,2024-01-03,failed,Iris Taylor,report_CTRL_093_20240103.pdf,Significant deficiency found
EXEC_00020606,CTRL_093,2024-01-10,passed,Emma Davis,log_file_CTRL_093_20240110.pdf,Compliance verified
EXEC_00020607,CTRL_093,2024-01-17,passed,Jack Anderson,report_CTRL_093_20240117.pdf,All checks completed successfully
EXEC_00020608,CTRL_093,2024-01-24,passed,David Brown,report_CTRL_093_20240124.pdf,Control operating effectively
EXEC_00020609,CTRL_093,2024-01-31,passed,Iris Taylor,report_CTRL_093_20240131.pdf,No exceptions identified
EXEC_00020610,CTRL_093,2024-02-07,passed,Grace Wilson,report_CTRL_093_20240207.pdf,All checks completed successfully
EXEC_00020611,CTRL_093,2024-02-14,passed,Jack Anderson,report_CTRL_093_20240214.pdf,No exceptions identified
EXEC_00020612,CTRL_093,2024-02-21,passed,David Brown,log_file_CTRL_093_20240221.pdf,Control operating effectively
EXEC_00020613,CTRL_093,2024-02-28,passed,Henry Moore,screenshot_CTRL_093_20240228.pdf,All checks completed successfully
EXEC_00020614,CTRL_093,2024-03-06,failed,Jack Anderson,attestation_CTRL_093_20240306.pdf,Significant deficiency found
EXEC_00020615,CTRL_093,2024-03-13,passed,Alice Smith,log_file_CTRL_093_20240313.pdf,No exceptions identified
EXEC_00020616,CTRL_093,2024-03-20,failed,Bob Johnson,log_file_CTRL_093_20240320.pdf,Non-compliance detected
EXEC_00020617,CTRL_093,2024-03-27,passed,Bob Johnson,report_CTRL_093_20240327.pdf,All checks completed successfully
EXEC_00020618,CTRL_093,2024-04-03,passed,Grace Wilson,checklist_CTRL_093_20240403.pdf,All checks completed successfully
EXEC_00020619,CTRL_093,2024-04-10,failed,Bob Johnson,screenshot_CTRL_093_20240410.pdf,Exception identified - requires remediation
EXEC_00020620,CTRL_093,2024-04-17,passed,Frank Miller,screenshot_CTRL_093_20240417.pdf,No exceptions identified
EXEC_00020621,CTRL_093,2024-04-24,passed,Emma Davis,screenshot_CTRL_093_20240424.pdf,Control operating effectively
